inflation,interest_rates
0.003764052345967664,0.011396914298214673
0.002400157208367223,0.010007541778172539
0.002978737984105739,0.011863696748228608
0.004240893199201458,0.010679929967602524
0.003867557990149968,0.00996863577679489
0.001022722120123589,0.010321856336596446
0.0029500884175255896,0.009618693012837201
0.0018486427917023022,0.0092103009719331
0.0018967811482064423,0.009464532926212067
0.0024105985019383723,0.007743977337059987
0.002144043571160878,0.010560883410632592
0.003454273506962975,0.008013752778140839
0.0027610377251469937,0.011683262528147272
0.0021216750164928283,0.009501082839678102
0.0024438632327454255,0.010098989963300182
0.002333674327374267,0.010987673552561913
0.0034940790731576065,0.011286628930125856
0.0017948417362341992,0.006858753182733095
0.0023130677016509013,0.009586192647672057
0.0011459042606982751,0.011760357824161564
-0.0005529898158340785,0.006603788361135491
0.0026536185954403606,0.010774560950790126
0.002864436198859506,0.0054888715411956215
0.001257834979593558,0.007954986312728793
0.004269754623987608,0.010077261103680376
0.0005456343254012352,0.0066865697953560925
0.002045758517301446,0.008028978524631698
0.0018128161499741664,0.007056329985072826
0.003532779214358458,0.013296269864415119
0.003469358769900285,0.010328455510974667
0.0021549474256969165,0.01113458055570534
0.0023781625196021734,0.009554649798969691
0.0011122142523698874,0.009293136502485602
1.9203531776073018e-05,0.0067670516226979345
0.0016520878506738473,0.009416325274504275
0.00215634896910398,0.008477015576376753
0.003230290680727721,0.011715847848584673
0.0032023798487844117,0.012282203733315147
0.0016126731825920478,0.012933157431148356
0.0016976972494246645,0.011705103878922464
0.0009514470349329075,0.008802692126154027
0.0005799820628210248,0.007768206028079211
0.00029372980937498734,0.011533326363290172
0.00395077539523179,0.010712585634944578
0.0014903478182483466,0.006462923098645939
0.0015619256983888136,0.010710963585487539
0.0007472046399500738,0.011629039644975733
0.00277749035583191,0.01011785117836326
0.0003861021524420485,0.009629892657981316
0.0017872597197860314,0.00838470302476729
0.0011045334388063244,0.0071069306008732245
0.0023869024978592623,0.011600595898680056
0.001489194862431127,0.009381771110456582
0.0008193678158775878,0.009533066676912614
0.0019718177716613453,0.013465442373838267
0.002428331870530418,0.011369002213718381
0.002066517222383168,0.010741650002562204
0.0023024718977397813,0.010284123610374472
0.0013656779063190363,0.013039989721531545
0.001637258834012862,0.01343917861483239
0.001327539552224049,0.011859010222959057
0.0016404468384594588,0.011164449182795848
0.001186853717955546,0.005810793857587711
0.0002737173976683231,0.010247443828467014
0.0021774261422537527,0.009739786091612593
0.001598219063791738,0.010187906458771137
0.00036980165303395537,0.011886092174645035
0.0024627822555257743,0.004520645665620888
0.0010927016356167578,0.008861375893059631
0.002051945395796139,0.010539808709881523
0.002729090562177537,0.009066308907894475
0.0021289829107574106,0.007166187773747481
0.003139400684543301,0.01173792697379359
0.0007651741796463475,0.010553743811692256
0.002402341641177549,0.008057790859111031
0.001315189909059687,0.010629634409031648
0.0011292028508181184,0.011643171424099591
0.0014211503352355844,0.010010585292598722
0.0016884474678726274,0.011601129606861993
0.0020561653422297454,0.010156520350323323
0.0008348501592166436,0.009209542034691291
0.002900826486954187,0.0076811589672001745
0.00246566243973046,0.009828138466056775
0.00046375631372277634,0.010388585876091544
0.0034882521937956,0.011751665523174661
0.003895889176030583,0.009769785063025546
0.0031787795711596505,0.010914831212441982
0.0018200751641876491,0.008070775972532543
0.0009292473784894575,0.00843474168834495
0.0030544517269311365,0.009779221401946224
0.0015968230530268204,0.007890743072029973
0.0032224450703824273,0.011640495674649363
0.0022082749780768605,0.010926260658637214
0.002976639036483713,0.010558191528784906
0.002356366397174402,0.01067780825043189
0.002706573168191948,0.014042087122969595
0.0020105000207208206,0.009062271624066408
0.0037858704939058353,0.005597117428998885
0.00212691209270362,0.01039860039379293
0.0024019893634447016,0.009898792918076669
0.0038831506970562544,0.008964961914979194
0.0006522409388575537,0.008042340281282461
0.0007295150015142664,0.009121620956395704
0.0029693967081580114,0.010362676858435643
0.0008268765948858401,0.008994366598714923
0.003943621185649292,0.014824907359087498
0.0015863810192402526,0.008078991236733704
0.0012525451885592423,0.008413765274584657
0.003922942026480384,0.005422759919970943
0.0034805147914344246,0.010502968830043074
0.00386755896042657,0.00596718674440048
0.0029060446582753856,0.008921090733250998
0.0011387743149452974,0.009448658930878887
0.003910064953099033,0.008580544068306224
0.0017319966290486196,0.013477745354909022
0.0028024563957963953,0.011988788782630998
0.002947251967773748,0.012638273752603152
0.0018449899069091658,0.008235162362900164
0.0026140793703460802,0.012257188129029137
0.002922206671566527,0.010992001892687925
0.0023764255311556296,0.011542811897353691
0.0009005992094158056,0.012058877657565534
0.002298238174206056,0.008182473508081893
0.0033263858966870305,0.009151364758044197
0.0013054321402686344,0.011725192022656903
0.0018503654596723294,0.004688761814050134
0.0015648464482783625,0.013026656165146411
0.003849263728479342,0.011106264128415168
0.0026722947570124358,0.00990859207867953
0.0024074618362411107,0.010441015311514347
0.0012300839255546835,0.007940129433382046
0.0025392491912918174,0.00930011327082179
0.0013256673393426239,0.012200568676440747
0.0020318305582743513,0.012596043944652443
0.0013641539216211192,0.01539244810512716
0.0026764332949464997,0.00985215066743917
0.0025765908166149407,0.008682894066389992
0.0017917012444220051,0.008971532068120023
0.0023960067126616454,0.00796391624942527
0.0009069384912694942,0.009844290488118298
0.0005087424072943946,0.010765464860024537
0.002439391701264537,0.009931515438936092
0.002166673495372529,0.012192693691331597
0.002635031436892106,0.009531568397310928
0.004383144774863942,0.009305098695002874
0.002944479486990414,0.00883746304627935
0.0010871777745558413,0.00673473094753101
0.003117016288095853,0.006864464551383093
0.0006840925894884789,0.007641684138724625
0.0015384153951852912,0.012602856143329521
0.0019317583946753688,0.011790520545779861
0.0037133427216493667,0.01274992813278598
0.00125524517795156,0.007335576690810997
0.0011735614613409856,0.0060627506204279594
0.0019015474755745678,0.008679887359731835
0.0013365217136378925,0.010351637906592057
0.003126635922106507,0.010997380549819656
0.0009200684916365767,0.012095944311936106
0.0008525313475888977,0.01056855934161443
0.001562179955255566,0.013485337561311263
0.0015019675493076951,0.00955478863810336
0.003929532053816986,0.008173841563916408
0.002949420806925761,0.006637563569011133
0.002087551241385191,0.0082220572838091
0.000774564481169832,0.010484235921970246
0.0028443629764015473,0.008222559485292739
0.0009997846526104352,0.011873484927070514
0.0004552289032223884,0.012824655412074885
0.003188029792352302,0.005260826189546794
0.0023169426119248496,0.011728104600995297
0.002920858823780819,0.005520791882676527
0.0023187276529430213,0.010802998110180576
0.002856830611902691,0.01244974112838732
0.0013489744066998532,0.010129712212687153
0.0009657571582155353,0.007440621653591521
0.002681594518281627,0.008829137591444455
0.001196590335826159,0.009476709108578198
0.0013104502222497996,0.009635510432420114
0.001544467496482657,0.009594206318466665
0.002017479159025057,0.009780234441381373
0.001646006088746516,0.010426960097820338
0.0006250487065819813,0.007582852692533558
0.0013563815971671094,0.00951596034025956
-0.0002234031522244267,0.01303652234071141
0.0026252314510271874,0.009230709153714965
0.0003979423443932523,0.009112327813689605
0.0008956166605715494,0.012156394607428476
0.0020521650792609744,0.004881630667311807
0.0012604370036086868,0.012362757202576572
0.0035430145954067358,0.008736192483989666
0.0007071430902765513,0.010327857144905174
0.002267050869349183,0.010192642711842394
0.0019607171817725044,0.011884936238440788
0.0008319065022588026,0.009464810507529306
0.002523276660531754,0.0086439484368711
0.001828453668777752,0.012595691581302198
0.0027717905512136673,0.00527165236571764
0.0028235041539637316,0.010040668363410487
0.00416323594928069,0.007304149154741759
0.003336527949436392,0.008476853223486883
0.0016308181620575564,0.014022513362926274
0.0017606208224240736,0.009910809147088286
0.0030996595958871134,0.010390139394302762
0.0026552637307225976,0.006436874288588817
0.002640131526097592,0.008541910682410609
0.0003830439556891656,0.01039311480145757
0.0019756738756010646,0.010709515386226436
0.0012619690907943112,0.011233773108786559
0.002279924599043238,0.010017255797835153
0.0019018496103570422,0.01105400841690932
0.002910178908092592,0.010907563825271369
0.002317218215191302,0.006340519177990937
0.002786327962108976,0.010074011443820299
0.001533580903264057,0.011535804815465407
0.0010555537440817496,0.011179759641469039
0.0015899503067974515,0.00927228238005842
0.0019829795861385593,0.008388746984921265
0.0023791517355550816,0.007763376151356736
0.004259308950690852,0.009737891976917176
0.0019577428483393573,0.012266159759119443
0.001044054999507223,0.0060963917970367956
0.0016540182243006136,0.008680216540541004
0.001536404025353906,0.007720395089146452
0.002481481473773462,0.011569915042481001
0.0004592029855553753,0.008891380746857398
0.0020632619942003317,0.009058724683690417
0.0021565065379653757,0.009566100860126702
0.002232181036200276,0.010890786501789596
0.0014026839310346375,0.009215222003700726
0.001762078270263993,0.003907713890400147
0.0005759390910174684,0.01108662378277504
0.001506680116637806,0.010878085915344084
0.0014571385239832823,0.009560917943337573
0.0024160500462614256,0.00783192675865613
0.0008438175681780872,0.010703560221362717
0.002781198101709993,0.010758471067071174
0.0034944845444913686,0.009059934234598251
-6.998502501353275e-05,0.009566537058848922
0.002426258730778101,0.008139686994951358
0.0026769080350302456,0.009642821815825342
0.001362562974447771,0.006899141309833039
0.0016027281856712022,0.01083463764206367
0.0018671194224130444,0.008111263018351413
0.0017022091205982717,0.010476206295664625
0.0016909870309528778,0.007188074167464201
0.0003239961936700234,0.00881988470826092
0.00315233156478312,0.009779021189868144
0.003079618592036821,0.006678600376261473
0.0011866357407957972,0.010230295746280184
0.0005335756721974859,0.009241704874240154
0.0025210648764527584,0.006515287604381539
0.001424212030186934,0.007393514491775369
0.00214195316332078,0.011210240168164333
0.0016806715828549049,0.011791111971102648
0.0026915387510701868,0.009736182720440066
0.002694749143656006,0.010809523624080995
0.0012744026215364157,0.010447687126625822
0.0006166360446049446,0.010659245964255477
0.000417061602664918,0.012571968014160587
0.002610379379107205,0.006986003203571456
0.0008111407422159711,0.011352921464723246
0.0014931836457013124,0.00923598208884436
0.001403685961549492,0.00955148213149672
0.0019474327037304537,0.00939550053908986
6.372019415349316e-05,0.009249705766677432
0.0021887785967938285,0.0075476076164339625
0.0025238910238342058,0.010366678398515202
0.0020884220870446613,0.013341886065577714
0.0016891138283015284,0.009887733959102486
0.0020974001662687836,0.00999722991452981
0.0023990463456401304,0.008625401925686673
-0.0007725927564266504,0.009765050907163777
0.003955912308250695,0.010932332852068061
0.0023900933226879265,0.009259515118591315
0.00134759141761298,0.009092391917895999
0.001609046624812399,0.010806529080326494
0.0024937417773491883,0.00816399046036191
0.0018838960609656335,0.010504993254153746
-3.0684467781494536e-05,0.011640643594522843
0.00406449286135932,0.01271989708335897
0.0018894593427675275,0.009819235985446106
0.0030201727117158,0.012735194479613427
0.0013079501522156088,0.012068819772963037
0.003536377054245798,0.008007574719257868
0.0022863436888922797,0.007564122976813699
0.002608843834475451,0.00939007272429116
0.0009547466338530454,0.01205787098518971
0.003211145289682701,0.009855425984879991
0.0026898181645347886,0.008798684884684424
0.0033018462295649987,0.01310448636009712
0.001371912440358421,0.010573808976006693
0.0015189728815392122,0.0053588114484185165
0.0043039166976839415,0.010634321252585378
0.0009399841772784528,0.011040081229141735
0.0018640502993216793,0.010451217308942207
0.0031368913626026954,0.010899424200463985
0.0020977249677148558,0.009865448782154037
0.0025829536797532934,0.007363208260710532
0.0016005509707371249,0.009258591993559093
0.002370055887847519,0.008108768408887418
0.0006934731482646835,0.008134518178411244
0.003658130679618188,0.007473863301795449
0.0018818359548714303,0.010904978185279293
0.0013198217960031498,0.010195792290825255
0.0026663830820319143,0.009103669274638584
0.0015392802126114468,0.008701324144539224
0.0006657415285972466,0.009953153789957096
0.0006532824942024446,0.012158389456224978
0.0026937731526901327,0.00599156856900217
0.001840426561853733,0.010753753041701786
0.0018662984403315609,0.008908576051964436
0.0030777438059762627,0.006230828310041105
0.0008731741912432565,0.006108593833672083
0.0012693222471351752,0.008174433011729416
0.0016151201908187246,0.01043901911158609
0.0020943515893170742,0.010786125867960183
0.001957828548709421,0.008122036854644429
0.0017131128076100924,0.012034041982826489
0.0019383735979043527,0.012845966993032212
0.0018926947237088254,0.01079217316991312
0.0012803956114482073,0.00881719466438378
0.0011870070114459227,0.012248838369020736
0.0022745163577239397,0.011510791391326677
0.0011090849170044721,0.011734814822709836
0.0008426447408091465,0.008687072650056938
0.0016877077488743068,0.004330890989450596
0.001842332983836184,0.01423358204296735
0.00425672349729821,0.006778243193100133
0.0012952997241437664,0.009928463856279558
0.0029432607249694947,0.014761490702439501
0.002747188334204632,0.010661153512548748
0.0008110550447962639,0.011898492947116472
0.0027732529774025997,0.006995206861236575
0.0008161193598066822,0.0064446660905325874
-0.0006591722379967408,0.008934594416040892
0.0026063195243593807,0.012181499468869001
0.0002441094165622805,0.00930750110470538
0.002450934461805915,0.008410727357857002
0.0013159891022627834,0.010395934579889935
0.003659550796189872,0.012163870436954532
0.003068509399316009,0.007110119601853256
0.0015466141961486123,0.007578914011753297
0.0013121623889713178,0.008422661490981267
0.0007859225969058794,0.012189276749424183
0.0015590773677074087,0.010469643051897464
0.0017196445048154908,0.014264306821140887
0.0016353064556083145,0.011872891451662232
0.002156703855272364,0.009929809646260659
0.0025785214977288784,0.012530155676177532
0.002349654456993174,0.010422994025463756
0.001235856076093557,0.00859015729498511
0.0005622085261984217,0.011359949688490205
0.0033645318481024715,0.008607346692277834
0.0013105508154500622,0.009419205798392267
0.0013477064000649809,0.012655565391915966
0.0014788106876988893,0.009797437027565201
0.00015693044984335137,0.008393717225316743
0.0015220259959595134,0.009071324617129017
0.0015203441859920524,0.012043581171177346
0.002620358298343513,0.008894918653166542
